名字,户型,可住,价格,图片,评价,类型,城市
♛100寸投影♛龙湖上层♞高层景观地铁口房_欢乐谷宽窄巷子春熙路熊猫动物园,3室,宜住6人,￥298,,"
                                        5.0
                                    ",整租,chengdu
锦里、宽窄巷子商务大床房,1室,宜住2人,￥98,,"
                                        5.0
                                    ",整租,chengdu
近华西医院武侯祠玉林生活广场三号线舒适步梯大三居拒聚会狂欢,3室,宜住6人,￥368,,"
                                        5.0
                                    ",整租,chengdu
四川大学、省音乐学院豪华观景大床房,5室,宜住2人,￥108,,"
                                        4.7
                                    ",单间出租,chengdu
保利精装3室地铁口 高铁直达青城山都江堰,3室,宜住6人,￥528,,"
                                        4.9
                                    ",整租,chengdu
【楼下即太古里】9号/临春熙路地铁站/两个1.5米宽大床/大阳台/促销中,1室,宜住4人,￥178,,"
                                        4.7
                                    ",整租,chengdu
武侯祠锦里 附近爱旅单间大床房 日租 短租,8室,宜住2人,￥120,,"
                                        5.0
                                    ",单间出租,chengdu
成都宽窄巷子 卷舒堂 印象梦幻蓝 双床房,1室,宜住2人,￥198,,"
                                        5.0
                                    ",整租,chengdu
成都黄龙溪蜀锦乡客栈观景标间,1室,宜住2人,￥128,,"
                                        5.0
                                    ",整租,chengdu
世纪城地铁站新会展中心附近商务双床房,1室,宜住4人,￥238,,"
                                        4.8
                                    ",整租,chengdu
回龙湾小区 欢乐屋 温馨一居室,1室,宜住2人,￥268,,"
                                        5.0
                                    ",整租,chengdu
『晴空宿』都江堰南桥蓝眼泪熊猫谷/免费停车/玩小霸王游戏机/1.8双大床两居套房,2室,宜住4人,￥138,,"
                                        4.8
                                    ",整租,chengdu
地铁2号线百草站低调 奢华 三居室,3室,宜住6人,￥498,,"
                                        5.0
                                    ",整租,chengdu
"半山臥隱山居,聽琴品茶賞月觀山悟道修行 大床房",1室,宜住2人,￥450,,"
                                        5.0
                                    ",整租,chengdu
"都江堰半山臥隱山居,品茶悟道,大床房之清風",1室,宜住2人,￥450,,"
                                        5.0
                                    ",整租,chengdu
A区暖屋，地铁口，步行可至武侯祠锦里,2室,宜住4人,￥248,,"
                                        4.9
                                    ",整租,chengdu
花水湾王山别墅——千志圆温泉别墅,5室,宜住10人,￥2500,,"
                                        5.0
                                    ",整租,chengdu
都江堰~青城山山脚下的私人院子【西蜀苑】,7室,宜住19人,￥2288,,"
                                        5.0
                                    ",整租,chengdu
华西短租华西医院武侯祠旁公寓一居,1室,宜住3人,￥158,,"
                                        4.9
                                    ",整租,chengdu
春熙路近地铁 精选家庭房整租,2室,宜住4人,￥208,,"
                                        4.9
                                    ",整租,chengdu
春熙路商圈近地铁口附近 精品套二整租,2室,宜住4人,￥208,,"
                                        5.0
                                    ",整租,chengdu
3成都闲情小站万象城地铁口近火车东站简约北欧套房,1室,宜住2人,￥228,,"
                                        5.0
                                    ",整租,chengdu
青城山前山景区脚下，干净舒适，双床房,1室,宜住2人,￥100,,"
                                        2.6
                                    ",整租,chengdu
茶岛人家 石象湖茶海之岛茶园里景观房间,2室,宜住8人,￥680,,"
                                        5.0
                                    ",整租,chengdu
青城山中式园林禅意景观别墅,4室,宜住9人,￥1580,,5.0,整租,chengdu
地铁1号线 王府井购物中心 一居室 可住2人,1室,宜住2人,￥328,,"
                                        5.0
                                    ",整租,chengdu
近新南门，春熙路，四川大学精致小单间,4室,宜住1人,￥70,,"
                                        4.9
                                    ",单间出租,chengdu
青城山镇两居室,2室,宜住4人,￥300,,5.0,整租,chengdu
成都星期五民宿梦幻豪华大床房,1室,宜住2人,￥218,,"
                                        5.0
                                    ",整租,chengdu
实外国色天香附近现代三居双卫邻地铁,3室,宜住6人,￥298,,5.0,整租,chengdu
成都宽窄巷子 卷舒堂 印象梦幻蓝花园一居室,1室,宜住2人,￥198,,"
                                        4.9
                                    ",整租,chengdu
